dif_stir,dif_ltrate,dif_rstir,dif_rltrate,a_gr_i_y,ltrate,stir,rltrate,rstir,c_y,i_y,ca_y,bassets2_y,loans1_y,pdebt,gr_er,gr_rgdp,gr_rc,gr_ri,gr_rca,gr_cpi,gr_rnarrowm,gr_rmoney,gr_rstocks,gr_rbassets2,gr_rloans1,gr_rpubdebt,gr_c_y,gr_ca_y,gr_bassets2_y,gr_loans1_y,er_gap,rgdp_gap,rc_gap,ri_gap,rca_gap,stir_gap,ltrate_gap,rstir_gap,rnarrowm_gap,rmoney_gap,rstocks_gap,rbassets2_gap,rloans1_gap,rpubdebt_gap,pdebt_gap,c_y_gap,i_y_gap,ca_y_gap,bassets2_y_gap,loans1_y_gap,narrowm_y_gap,money_y_gap,a_stir,a_ltrate,a_rstir,a_rltrate,a_pdebt,a_c_y,a_i_y,gr_rer,a_ca_y,a_bassets2_y,a_loans1_y,a_gr_rgdp,a_gr_rc,a_gr_ri,a_gr_rca,a_gr_cpi,a_gr_rmoney,a_gr_rstocks,a_gr_rbassets2,a_gr_rloans1,a_gr_rpubdebt,a_gr_c_y,a_gr_ca_y,a_gr_bassets2_y,a_gr_loans1_y,a_rgdp_gap,a_rc_gap,a_ri_gap,a_rca_gap,a_stir_gap,a_rstir_gap,a_rltrate_gap,a_rnarrowm_gap,a_rmoney_gap,a_rstocks_gap,a_rbassets2_gap,a_rloans1_gap,a_pdebt_gap,a_c_y_gap,a_i_y_gap,rer_gap,a_ca_y_gap,a_bassets2_y_gap,a_loans1_y_gap,er,rer,rltrate_gap,a_gr_rnarrowm,a_ltrate_gap,a_gr_money_y,a_money_y_gap,a_pdebt_gap,money_y,gr_money_y,money_y_gap,a_money_y,b2,b3,b1,rec1,rec2,rec3,year,ccode
,-.0106011,,-.033734,.0169733,.0322,,-.0078,,.0243937,.210341,.0101087,9.020044,8.778781,.887129,-.0124935,.0604458,.0543547,.0821594,-.824114,.04,.0302198,.0302199,.6129033,.1664615,.1323252,-.0772823,-.0171894,-.8360489,.007339,.0026508,-15.13628,3.696122,8.829505,7.703532,-82.24561,,-.0009625,,3.729584,3.729609,40.03445,18.21478,92.15347,4.595705,14.90108,.9875017,4.475402,-84.23634,1.334214,.0218835,2.18104,1.267167,.0232915,.0416581,.0131322,.0276749,.6592686,6.066047,.2038747,.0075175,.0028582,9.276525,9.065702,.0256292,.0235593,.0571817,-.2524222,.0131607,.0775519,.3422819,.0963188,.104342,.0360392,-.0124047,-.2879127,.0118497,.012359,1.352534,8.863692,10.38386,-26.38052,-.0035429,.0366974,.0447031,-6.152123,-1.72376,70.45807,3.64108,22.75204,-1.395205,1.858225,4.145722,-4.40358,-105.4857,.3673954,4.722391,3.794,11.35117,-.0103153,.0339889,.0022807,.0082381,-1.763291,-1.395205,9.857993,-.007446,1.267167,9.857363,0,0,0,0,0,0,1954,13
,-.0107941,,-.0110449,.0129425,.034,,.014769,,.0233751,.224542,.0255631,9.024505,8.78806,.801109,.0092251,.086318,.0542391,.174456,1.78217,.019231,.0620614,.0620611,.1547166,.106176,.1233031,-.0421845,-.041758,1.528831,.0004945,.001057,-13.82262,5.626109,9.72838,11.80769,-47.60601,,.0003496,,6.778935,6.778936,32.41394,17.61979,83.95278,7.360755,19.94077,.1708173,6.421278,-56.08098,1.188494,-.046322,1.837146,1.064042,.0308738,.0447343,.0176521,.0324839,.5991506,6.002308,.2066187,.0107754,.0006337,9.25106,9.141198,.0679985,.0545629,.0947587,-.4099385,.0113529,.0487597,.2681629,.0836274,.1289829,.027147,-.0239997,-.4586934,-.00224,.008908,3.414614,9.97667,9.860012,-195.3024,.0031444,.027209,.0336133,-4.911615,-1.456983,96.51507,3.502715,24.00152,.6489847,1.104009,1.69718,-3.719329,-241.6509,-.027439,4.335635,3.829,11.47349,.0041846,.0259762,.0040832,-.01423,-2.439801,.6489847,9.79599,-.0062896,1.064042,9.799369,0,0,0,0,0,1,1955,13
,-.0070632,,.0082996,.0471056,.0421,,.0232323,,.0239319,.252813,-.0235754,9.011561,8.827766,.749714,.0133194,.0242088,.0621165,.168018,-1.95674,.0188677,-.0543762,-.0543762,.039216,.0210855,.1287865,-.0420969,.0238212,-1.922244,-.0014342,.0045182,-12.17045,3.056509,10.91945,13.92747,-189.3581,,.0054975,,.4493179,.4493205,20.11533,11.60633,75.31449,9.602975,28.51908,3.873348,10.85226,-167.2572,.9485381,.1267527,.5737994,.3302883,.0412586,.0524709,.0097452,.0249374,.578471,5.850782,.2168363,.0059155,.0013559,9.241603,9.188934,.0429518,.033016,.1064899,-2.619703,.0265744,.0382837,-.001533,.0596522,.0815552,-.0420464,-.0213182,-2.573312,-.0005925,.0052345,3.34408,9.01633,10.09,142.2791,.0095211,.0104519,.0146156,-4.606641,-2.555907,81.11989,2.420229,21.1994,.3890956,.568359,2.375066,-3.45604,267.6573,-.1282795,3.642973,3.88,11.54136,.0043714,.0233341,.0085756,-.0087912,-2.536091,.3890956,9.643156,-.0156017,.3302883,9.703071,0,0,0,0,1,1,1956,13
,-.006275,,-.0355063,.0100912,.0486,,-.0123569,,.0231906,.259942,-.0176185,9.331361,8.820445,.726475,-.0229382,.0093709,-.0095841,.0508976,-.236178,.0609569,-.0758358,-.0230443,-.1796364,.4256478,.0068148,-.0161313,-.0309731,-.2526735,.0354877,-.0008294,-13.19746,.5160117,5.743698,8.221208,-230.3883,,.0078795,,-5.489787,-1.594184,-4.091617,31.03924,54.3318,13.45922,39.65396,2.579598,7.327997,-184.707,3.15804,-.110519,-.2602982,.4073282,.05423,.0571028,.0213091,.0247955,.5783001,5.779893,.2190975,.0008045,.0020855,9.232605,9.217793,.0337251,.0269172,.0580943,1.529815,.0310929,.0398079,-.098809,.0567285,.0590022,-.0341866,-.0182593,1.344939,-.0003345,.0029307,2.531655,7.611395,6.847367,-133.6104,.010002,.0059274,.0047501,-4.382199,-2.676425,71.74123,1.91031,17.0156,-2.444064,.5913938,.1383901,-3.562684,149.2645,-.1540734,2.869427,3.791,11.55064,-.0263619,.013214,.0089165,-.0042394,-2.049457,-2.444064,9.573647,-.0072082,.4073282,9.653053,0,0,0,1,1,1,1957,13
,-.0066906,,.0087102,-.0114837,.0431,,.0212817,,.0231559,.229345,.0447532,9.424502,8.81888,.750332,-.0042205,-.0242738,-.0115552,-.1265952,-3.514538,.0218183,.0921924,.1150289,.3222153,.0715457,-.0132774,.0150026,-.0014991,-3.54012,.0099816,-.0001774,-12.43549,-3.377757,1.599595,-7.551542,80.26604,,.0008499,,2.285014,6.735978,14.66985,21.49855,37.37965,18.76141,54.66235,3.768857,-5.317951,46.50598,2.868581,-.2245792,2.902227,2.291957,.0442599,.0531446,.0028717,.0137207,.5690432,5.846584,.2173829,-.0033295,.0060999,9.352832,9.313713,.0017773,.0140512,.0026018,.1933436,.0375011,.0521093,.2500409,.0761958,.0582738,.0003489,.0007798,.1349846,.0132058,.0101184,-.2517367,5.4073,.536702,-3.002562,-.0000959,-.0162192,-.01223,-3.842839,-1.929162,102.3863,2.658151,13.97453,-.6172555,2.078521,-3.262147,-3.89191,93.12672,.5637103,2.782997,3.775,11.51218,.0016858,.0260015,.0026875,.0113679,-.6222918,-.6172555,9.763857,.0198681,2.291957,9.757553,0,0,0,0,0,0,1958,13
,-.0101266,,-.003779,-.0040534,.0421,,.0314241,,.0226146,.23877,.0471339,9.425814,8.86053,.734414,-.0013245,.0393361,.0296292,.0975993,.1103553,.0106759,.0384189,.0313284,.2621163,.0554022,.1454504,.0120914,-.0233741,.0531965,.0001391,.0047228,-11.35943,-1.662414,1.686853,-2.53972,44.12867,,-.0010167,,4.423004,6.881847,25.52502,14.67218,39.66996,22.148,59.80598,2.970235,-2.48644,22.97504,1.924793,.04122,2.865098,1.905936,.0461981,.058521,.0313663,.0430068,.5520527,5.682871,.2139341,.000021,.0040513,9.348569,9.423798,.0526623,.0388592,.0614406,148.6322,.0146944,.0767739,.2392512,.1086738,.1339031,.0315931,-.0243289,138.301,-.0001314,.0119092,1.384529,5.441194,.8379548,-712.578,.0018523,.0074553,.0066348,-1.787766,.5100515,122.1632,5.039596,17.66774,.3702203,1.314096,-5.283823,-3.81311,-96.2618,.1985778,2.817118,3.77,11.51243,.0049915,.0529617,.0052513,.0001378,-.3802097,.3702203,9.726962,-.0037787,1.905936,9.757586,0,0,0,0,0,0,1959,13
-.0145025,-.012427,-.0174174,-.015248,.016131,.0405,.0258,.0172603,.0025603,.0217149,.240574,.0313117,9.364045,8.883009,.767332,0,.0791058,.048807,.1005159,-.2743952,.0232397,.041826,.0213952,-.0005922,.0371497,.1391893,.1190903,-.0397853,-.3356868,-.0065531,.002537,-10.15218,2.367937,3.275945,1.603963,-4.603787,,-.0028384,,6.226776,6.125535,13.75121,9.077837,39.84844,32.89701,69.24905,1.159864,-2.662051,-20.88886,.7418194,.0754154,2.157974,1.06885,.0465867,.053044,.0250803,.0340282,.4710594,5.541809,.2182808,.0027798,.0041902,9.377898,9.523261,.0667504,.0368695,.1001943,-2.790589,.0190158,.0648524,.0982927,.0975414,.1300332,-.0061321,-.0368599,-2.766252,.0038533,.0104694,3.492516,5.424659,3.57756,128.3792,.0031238,-.0009129,-.0078667,-.2359765,1.822565,391.7294,6.157085,19.78998,.9088241,-.1845132,-4.97587,-3.453552,375.8852,.2213106,2.596478,3.77,11.54443,-.0107407,.0495569,.0005538,-.0030725,-.3220457,.9088241,9.619358,-.0110624,1.06885,9.725049,0,0,0,0,0,0,1960,13
-.0208002,-.0170441,-.01355,-.0086928,.0299116,.0401,.0172,.0270239,.0041239,.0216518,.247059,.0148737,9.42907,8.95482,.763909,-.0450929,.0300727,.0407351,.0719023,-.5041873,.0130761,.0657107,.0351989,-.0109212,.1021573,.1811178,-.0146849,-.0029056,-.524978,.0069441,.0080841,-12.33796,1.929834,3.902369,2.898939,-49.40464,,-.0032617,,9.328851,6.544526,5.174232,10.09288,42.82683,28.17037,68.62605,2.665814,-1.358701,-58.63906,.8645075,.5044115,3.002356,1.166912,.0412997,.0594418,.0164652,.0374114,.4719454,5.461061,.2259429,-.0149472,.0023736,9.470644,9.625091,.0446154,.0340472,.0900657,-.7472167,.0220305,.0566714,.0691279,.1053573,.1057237,-.0214361,-.0217371,-.7093294,.0101244,.0103005,3.654422,5.139491,5.455177,161.4872,-.0024607,-.0110642,-.0111428,1.56469,2.646303,246.998,7.600194,19.4388,7.189837,-.1267318,-3.487096,-4.473452,139.7232,.6413615,2.35469,3.6,11.37187,-.0043681,.0560982,.0039911,.0021808,.2103968,7.189837,9.606626,-.0013236,1.166912,9.755248,0,0,0,0,0,0,1961,13
-.0130431,-.0126877,-.0016884,.0001562,.0071638,.0419,.0251,.0190392,.0022392,.0215242,.243508,.0106733,9.520035,9.009866,.752606,0,.0379625,.0466516,.0377239,-.2444795,.0228608,.0497719,.0426352,-.1244338,.1308819,.1467054,.0377945,-.0058911,-.2824072,.0096472,.0061471,-10.53594,2.219013,4.846647,1.551671,-57.92358,.0027497,-.0018479,-.0005746,10.30888,7.353456,-9.717946,13.06676,41.21772,28.85116,65.29977,3.55261,-3.357165,-66.48895,1.143926,.672877,3.088657,1.204205,.0423304,.0535647,.0081935,.0226026,.4508951,5.439641,.2278908,.0039174,.0036673,9.543022,9.74532,.0450879,.0419424,.0658691,-.0574849,.0309622,.0770679,-.1139724,.1136449,.1156466,.0000601,-.0152503,-.1062856,.0078315,.0119902,3.849849,5.396386,5.078192,24.3907,-.0017841,-.0173668,-.026394,2.903955,4.923128,350.3036,9.167933,20.07952,8.842883,.4764081,-4.023263,-3.732761,63.07476,.7530335,2.276083,3.6,11.41642,-.0129978,.0547419,-.0030115,.0031026,.6661698,8.842883,9.591697,-.001554,1.204205,9.797389,0,0,0,0,0,0,1962,13
-.0088536,-.0086088,-.0065554,-.0035745,-.0074737,.0469,.0282,.0134682,-.0052318,.0216983,.236802,.0083046,9.569878,9.066731,.735214,0,.0349143,.0574476,.0200768,-.1838298,.0334318,.0562894,.0621197,.045756,.0886221,.1376546,-.0012961,.0080869,-.2219279,.0052356,.0063115,-8.822825,2.244492,6.415838,-.6089849,-61.64886,.0018592,.001748,-.0023649,11.41137,9.401822,-7.697974,12.30214,38.69678,25.08736,60.45461,5.276736,-5.780548,-70.14474,1.003864,.8022223,3.311728,1.483514,.0426073,.0552478,.0062061,.0210454,.436995,5.48387,.2260853,.0071759,-.0005863,9.634138,9.897041,.0374215,.0432417,.0414873,.8778422,.0342025,.0820913,.0408966,.1010616,.1048558,-.0038709,-.0059022,.7781124,.0095141,.0151147,3.564316,5.708884,3.284949,-64.21099,-.0015707,-.0173662,-.0281055,4.591548,7.12905,147.4198,9.861362,19.69141,3.051012,1.730737,-5.399304,-2.798568,-2.548115,.9400774,2.42048,3.6,11.49834,-.0175766,.0617816,-.002371,.0080436,1.380927,3.051012,9.610799,.0019915,1.483514,9.881081,0,0,0,0,0,0,1963,13
.0004,-.0057647,-.0153219,-.0216153,.0308975,.0533,.0436,-.0046087,-.0143087,.0204022,.254102,-.0091507,9.528566,9.06433,.690263,-.0022222,.097188,.0455452,.1931998,-2.225256,.0579087,.0179735,.0435873,.0746953,.0783904,.1083027,.0031689,-.0597313,-2.101885,-.0043168,-.0002649,-7.387423,6.905772,6.647835,10.21389,-167.1437,.0062955,.005607,-.0035637,8.972258,9.380806,-3.815067,11.12876,33.89466,22.17551,51.56614,1.048761,-.2209572,-145.0725,.1490121,.3847148,1.446364,.7532216,.0507116,.0580374,.0192782,.0285585,.412264,5.406286,.233146,.0144984,.000747,9.660234,9.959046,.063263,.0457116,.1084838,-.6843246,.0294789,.0714433,-.0067096,.0899119,.0974075,.0106626,-.026955,-.7031636,.003314,.0063431,5.317109,6.088358,7.148487,117.4866,.0038349,-.0069187,-.0218596,5.071787,8.089735,63.29132,9.770516,18.6944,1.723544,.9991871,-3.422322,-1.408436,19.13878,.6088334,1.795485,3.592,11.66505,-.0305681,.0478949,-.0010276,-.0005165,1.245007,1.723544,9.51596,-.009868,.7532216,9.874766,0,0,0,0,0,0,1964,13
.0033872,-.000276,-.0141875,-.0124729,.0051171,.0614,.0473,.0034511,-.0106489,.0205052,.250494,.002602,9.578024,9.090223,.685226,.0052895,.0416558,.0611466,.0408265,-1.300216,.0579489,.0434304,.0033069,-.1599914,.0951709,.093422,.0306388,.0050468,-1.284345,.0051905,.0028566,-5.473695,6.294493,8.014293,7.553336,-75.96227,.002535,.0098606,.0020977,9.060559,5.972779,-18.37034,11.69576,28.90354,21.91915,50.12664,3.077943,-2.307214,-84.38719,.2252903,.2989419,1.601955,.361259,.0510708,.0601968,.0135157,.0230388,.3796463,5.321336,.2333899,.0163707,.0010478,9.715999,10.0524,.0427974,.0428922,.0593829,-7.26703,.037158,.0714943,.0031507,.0821987,.0926379,.04651,-.0103257,-6.949065,.0055582,.0091472,5.115949,6.093912,6.434787,-158.198,.0030143,-.0120369,-.0265042,5.557003,8.902268,38.82514,9.339846,17.55932,6.33383,1.819851,-3.7729,-.1018374,-47.11543,.5269097,1.507337,3.611,11.85602,-.01971,.0486199,-.000148,.003953,1.458023,6.33383,9.44397,-.0075652,.361259,9.919218,0,0,0,0,0,0,1965,13
.0156876,.0025005,-.002302,-.0121942,-.0023355,.0654,.0642,.0074311,.0062311,.0203075,.261504,-.010495,9.605033,9.107563,.695947,.0008308,.0153758,.0189052,.0740439,-5.149754,.0579689,.011928,.0011416,-.2372352,.0490129,.0525169,.0299938,-.0096405,-5.033494,.0028199,.0019075,-4.120717,3.763523,5.58983,8.205966,-277.2893,.0074897,.009796,.0121184,6.446753,3.146652,-34.27036,8.669802,21.6149,21.10596,50.04924,3.460535,.5391945,-198.2146,.097907,.1539778,1.604424,.3381929,.0572688,.0599555,.0169619,.0223251,.3843612,5.298569,.2330545,.0102715,.0022307,9.678678,10.06527,.0468094,.0427891,.0547117,-1.053809,.0376304,.0456433,-.1196844,.0514457,.0681422,.0635607,-.0133777,-1.074967,-.0036472,.0006714,5.360151,6.125934,5.785194,-12.93009,.0067546,-.0090637,-.026311,4.553205,7.423163,16.43447,6.896899,14.79407,11.64398,2.230078,-4.529649,.4733756,.05299,-.2316922,.570234,3.614,11.97779,-.0140007,.0297506,-.0015154,-.005549,.819154,11.64398,9.40696,-.0039189,.3381929,9.870626,0,0,0,0,0,0,1966,13
.0113714,-.0006181,.0116725,.0039354,-.0130561,.0637,.0567,.028832,.021832,.0199632,.262457,.0270039,9.682505,9.156449,.700681,-.0049807,.0486233,.0425999,.0644445,-3.728908,.034868,.0247099,.0715443,.2466097,.1191285,.1278923,.0478404,-.0169537,-3.573031,.0080657,.0053677,-3.376126,4.438437,5.578161,8.029679,173.1766,-.0040465,.0050481,.0168459,5.402853,6.48772,-16.66723,11.93878,22.5964,21.50918,47.4688,3.122261,-.2922681,96.69118,.4070852,.3090156,1.233811,.7397425,.0519951,.0634747,.0193109,.0324247,.3788591,5.338958,.2309886,.0007085,.0032326,9.768147,10.13334,.0361079,.0351926,.0328301,2.350184,.0310501,.0746407,.0830843,.0889692,.0749797,.0688026,-.0094267,2.345627,.0095682,.0064178,4.710226,5.520817,3.687989,44.69009,.0004254,-.0075742,-.0172144,4.870888,8.635246,14.65893,8.149122,13.3798,17.21604,2.843842,-5.869363,.1619177,1623.628,.2036527,.2730107,3.596,11.98628,.0045596,.0434902,.0002942,.0106995,1.598784,17.21604,9.420796,.0014709,.7397425,9.980629,0,0,0,0,0,0,1967,13
.0033187,.0003216,.0036872,.003297,.0048686,.0658,.0519,.029044,.015144,.0197053,.267617,.0303881,9.745684,9.196701,.703239,.0027809,.0585927,.0555221,.0903614,.2033528,.036756,.0744955,.1075213,.2632334,.1149593,.1218827,.0573289,-.0129195,.1253256,.0065251,.004396,-2.083519,5.749506,6.564461,9.968699,120.1088,-.0094245,.0041957,.0055429,8.483923,11.91155,2.344698,14.26622,22.8082,22.08001,43.76987,3.152158,.3180003,77.76389,.5237665,.3498702,1.699039,1.332525,.060373,.0660856,.0170989,.0270638,.3791518,5.348423,.2335671,-.0009071,.0040959,9.806483,10.17467,.0514844,.0466812,.0658253,-1.494952,.0390218,.0699228,.1281585,.0863556,.0831902,.0727461,-.0126779,-1.437287,.0044764,.0040427,5.391214,5.920906,4.755095,-25.81412,.0061132,-.0095956,-.0219292,5.148992,9.088161,21.87571,9.066697,12.95955,19.38518,3.028563,-5.420621,-.2179477,120.8137,.1495952,-.1574523,3.606,11.97541,.002384,.0454086,.0009975,.002058,1.464848,19.38518,9.469084,.0051256,1.332525,10.00199,0,0,0,0,0,0,1968,13
.0168663,.0041069,-.018954,-.0329214,.0106061,.0786,.0776,.0043176,.0033176,.0177236,.263764,.0241102,9.570094,9.094797,.676163,.0049917,.1708485,.0653739,.1674446,-.0602109,.0742824,.0044564,.0252712,-.1378386,.0497938,.0440444,.0116095,-.1005679,-.2065916,-.0180172,-.0110805,-.8078015,15.35881,8.081972,17.46042,64.58862,.0071369,.0119389,-.0052826,5.150492,9.387439,-11.19746,10.92093,16.3952,17.95549,35.47882,-4.185953,-1.865938,28.93498,-1.339057,-.8493645,-1.092117,-.2277383,.0713596,.0770494,.0229242,.0330417,.3541692,5.318552,.2376786,.0089955,.0042952,9.780617,10.19215,.0576213,.0467942,.0790607,-.0691331,.0440076,.0408089,.0168861,.0686424,.07666,.0386939,-.0185404,-.143799,-.0016226,.0019226,6.314254,6.159176,6.581429,-5276.826,.01561,-.0035948,-.0161463,4.702159,7.024311,18.72744,8.522709,12.12891,18.55368,2.667086,-4.487951,.2725109,-160.2658,-.3623596,-.6481147,3.624,12.08313,-.0192198,.0390453,.0082294,-.0064293,.6288047,18.55368,9.280811,-.0198829,-.2277383,9.937178,0,0,0,0,0,0,1969,13
.0139059,-.0013226,.0290264,.014899,.0047915,.0768,.0796,.0400004,.0428004,.0173814,.276266,.0054509,9.563697,9.141752,.653156,-.0074504,.0681555,.0604981,.1326293,-.7555196,.0367996,.0767552,.0708696,-.1248868,.0763203,.1484067,.0085027,-.0193069,-.7739174,-.0006685,.0051629,-.7472541,14.78431,8.821567,20.59613,-56.15189,.0021661,.0062296,.0222328,8.306811,11.0441,-19.88308,10.60182,20.20384,14.21638,29.07771,-3.068619,1.247836,-66.39413,-1.406198,-.4954389,-.3167366,.0394888,.0779626,.076783,.0183456,.021039,.32662,5.336086,.2413522,-.0106508,.0044143,9.864543,10.16881,.0482107,.0370462,.0647374,1.267254,.0557441,.0348163,-.1252063,.1262935,.0527277,.035767,-.0186084,1.241627,.0104377,-.0020533,6.278573,5.534946,6.977049,4.067114,.0165613,-.0078838,-.0256001,4.013355,5.136929,2.997778,11.96142,9.71795,17.95203,2.325606,-3.997608,-.9096112,14.62545,.1635066,-1.318373,3.597,11.95444,.0120837,.0328662,.004919,-.0010838,.4032069,17.95203,9.269032,-.0012692,.0394888,9.926871,0,0,0,0,0,0,1970,13
-.0044765,.0003191,-.0186511,-.0126975,-.0011071,.0748,.0485,.0000243,-.0262757,.0168775,.27155,.0127236,9.565876,9.153107,.633767,-.0959132,.0376345,.0200359,.0325576,1.452082,.0747757,.0741219,.0138893,-.1696192,.0521705,.0653163,-.0010947,-.0289896,1.334229,.0002279,.001242,-7.895035,11.69812,6.040079,14.59773,2.617109,-.0244783,.0013857,-.034799,10.51727,7.530463,-29.4942,8.506502,16.32971,10.28157,24.09026,-2.818272,-1.329248,-18.01944,-1.360927,-.51237,.7784795,-.0060123,.0567444,.0717211,-.0023852,.0153022,.3247772,5.363118,.240749,-.0252048,.0071527,9.978555,10.28911,.0314764,.03416,.0410808,.1021882,.0564189,.0958227,.0543508,.093636,.0909738,.0476702,-.0075596,.0618714,.0115499,.0117094,4.867011,4.743983,5.249171,74.35947,-.0058764,-.0228403,-.027138,6.406095,8.292584,4.535933,12.54699,10.84515,19.43671,2.957592,-4.043009,-2.99075,35.94878,.6790903,-.7429457,3.252,11.65313,-.02354,.0735495,-.0014736,.0155797,1.53703,19.43671,9.227204,-.0045127,-.0060123,10.08793,0,0,0,0,0,0,1971,13
-.0273366,-.0015201,-.0439951,-.0169265,.0057951,.0735,.0193,-.0044176,-.0586176,.016497,.252873,.0416092,9.61917,9.189885,.599171,-.0075646,.0286634,.0158447,-.0322071,2.398657,.0779176,.0890565,.0381728,.1754779,.0798734,.086127,-.0332674,-.0225436,2.270223,.0055713,.0040181,-6.315864,8.552157,3.531843,4.728237,126.7492,-.0418086,-.0019512,-.0487666,13.32786,6.749472,-14.63933,9.176544,15.18242,4.373687,17.44941,-1.976035,-7.439674,100.1699,-.8759542,-.2951297,2.099582,.3091501,.0453497,.0741481,-.0050781,.0228244,.3244803,5.393087,.2418081,.0125972,.0054388,10.1457,10.47264,.0501096,.0521232,.0661384,1.171067,.0513237,.1176953,.2115567,.1478029,.1302762,.0714764,-.007035,1.044711,.0164867,.017422,5.285954,5.563521,6.046781,-111.9086,-.0126542,-.0205126,-.0172118,9.40255,12.59239,17.73265,17.29294,14.87353,19.50598,3.498736,-3.48544,-1.604964,41.76604,1.473035,.188604,3.2274,11.79992,-.0231051,.0856271,-.0006035,.0169797,2.519353,19.50598,9.225977,-.000133,.3091501,10.26692,0,0,0,0,0,1,1972,13
-.0054132,.0056833,-.0011149,.0117453,.0242657,.0901,.0644,.0099647,-.0157353,.0161549,.244347,.0485913,9.638484,9.281739,.551789,-.1242177,.0511686,.0377473,.0239972,.2375525,.0801353,-.07419,.1289354,-.2517225,.0741659,.1738972,-.0436927,-.0207409,.167803,.0020078,.0099951,-14.11797,7.941187,3.336258,2.0845,98.31812,.0006016,.0097207,-.0031024,1.59896,13.25088,-31.29003,9.318519,21.35178,-1.031538,9.90001,-1.040495,-9.311862,81.02348,-.750046,.3588331,-.0968796,1.220981,.0770448,.0854841,-.005307,.0025553,.3085461,5.400065,.2483113,-.0396743,.0028174,10.20286,10.53654,.0549476,.0492906,.0901539,-2.438463,.0829288,.0456322,-.1758122,.0880692,.0888672,.0013096,-.0136056,-2.352286,.0051475,.0058155,6.025349,5.970468,8.715076,118.3042,.0157472,-.0158756,-.0311614,7.371494,10.25251,-4.054297,16.4304,14.71717,13.18858,3.327655,-1.537002,-4.600465,1245.389,1.178331,.0277969,2.8265,11.33177,-.0072229,.031039,.0072289,-.0049917,1.489388,13.18858,9.30157,.0081935,1.220981,10.21725,0,0,0,0,1,1,1973,13
-.0054067,-.0073363,.046969,.0450395,-.0211779,.0909,.092,-.0051936,-.0040936,.0159831,.233552,.0388354,9.656257,9.338353,.524335,-.1146294,.0273066,.0241125,-.0106147,-.1727066,.0960936,.0240979,.0953076,-.3327463,.0479213,.0971671,-.0195224,-.0106319,-.2007736,.0018439,.0060995,-19.08603,5.529743,2.123177,-2.568727,38.33236,.0191563,.0062095,.0076975,.961258,15.6302,-48.29237,7.392077,19.90866,-3.220085,6.744499,.6273242,-11.43799,28.70847,-.6460962,.5658527,.3393399,1.886275,.1003727,.0991341,-.0411834,-.0424221,.2984795,5.336725,.2423353,-.042363,-.0093622,10.20574,10.52793,-.0069027,.0001222,-.019788,3.878628,.1415562,-.0319223,-.3176304,.0064474,-.0011775,-.0226276,.0002399,4.031848,.0003832,-.0007667,1.593423,2.269445,1.91812,-564.7551,.0294416,-.0394064,-.0614053,.9421584,1.995422,-29.6547,8.859119,7.096938,10.77501,4.263364,-3.430319,-7.079142,-223.1492,.5305656,-.6186811,2.5025,10.85172,-.0179757,-.0273922,.0151636,-.0112379,.1240347,10.77501,9.37327,.0077084,1.886275,10.10296,0,0,0,1,1,1,1974,13
-.0305488,-.0113682,-.0031313,.0125637,-.0521342,.0861,.0417,-.0160273,-.0604273,.0162933,.224447,.0260598,9.692705,9.386839,.528379,.073047,-.0066497,.0210668,-.0374161,-.3278758,.1021273,.0869612,-.0408613,.286812,.0267279,.0501432,-.0015295,.0194051,-.3289695,.0037746,.0051921,-9.209469,.9532394,.9653488,-8.082073,-10.79115,-.0260264,-.0012083,-.0356564,5.363393,5.805974,-27.43768,4.283128,14.89438,-3.474544,9.155975,4.472497,-12.5495,-14.4118,-.3955624,.6472743,2.252567,1.27465,.073914,.0996993,-.0452177,-.0245956,.3169191,5.545903,.229953,.0256756,-.0021591,10.21568,10.46462,-.0095564,.0153018,-.0541418,2.139719,.1191316,.0185874,.1428209,.0070209,-.0152162,.0878096,.0178877,2.140139,.0015954,-.0054966,-1.96034,.6621036,-5.833885,157.8168,.0004384,-.0306796,-.0354467,-1.685227,-.102826,-24.16581,3.419786,.4823408,19.02015,6.420351,-7.312349,-3.68468,70.10927,.107154,-1.496283,2.6853,11.13035,-.0227152,-.0011879,.0070372,.0060747,.4138831,19.02015,9.317919,-.0059052,1.27465,10.16827,0,0,0,0,0,0,1975,13
